Date,Open,High,Low,Close,Adj Close,Volume
2022-01-28,166.559998,167.460007,166.369995,167.100006,167.100006,9782500
2022-01-31,167.789993,168.139999,167.460007,168.089996,168.089996,8539300
2022-02-01,168.570007,168.850006,167.869995,168.229996,168.229996,9763900
2022-02-02,168.339996,169.119995,168.160004,168.839996,168.839996,9085300
2022-02-03,168.309998,168.820007,167.029999,168.600006,168.600006,10650800
2022-02-04,168.039993,169.100006,167.990005,168.860001,168.860001,9619600
2022-02-07,169.449997,170.300003,169.190002,170.110001,170.110001,7796900
2022-02-08,170.100006,170.779999,169.949997,170.630005,170.630005,5802000
2022-02-09,170.679993,171.419998,170.550003,171.210007,171.210007,8002800
2022-02-10,170.520004,171.990005,170.460007,170.559998,170.559998,10693500
2022-02-11,170.750000,174.199997,170.710007,173.809998,173.809998,25741500
2022-02-14,173.779999,175.000000,173.679993,174.740005,174.740005,13650700
2022-02-15,173.100006,173.339996,172.389999,173.080002,173.080002,12603600
2022-02-16,173.490005,174.860001,173.479996,174.860001,174.860001,12772100
2022-02-17,176.699997,177.529999,176.389999,177.250000,177.250000,18612500
2022-02-18,177.070007,177.250000,176.509995,177.119995,177.119995,12760700
2022-02-22,177.669998,178.070007,176.820007,177.490005,177.490005,14960500
2022-02-23,177.389999,178.389999,177.360001,178.289993,178.289993,11772200
2022-02-24,182.589996,182.600006,175.270004,177.139999,177.139999,32726000
2022-02-25,176.419998,176.789993,175.789993,176.550003,176.550003,11530900
2022-02-28,178.860001,178.990005,176.500000,178.380005,178.380005,16055800
2022-03-01,179.050003,181.759995,179.029999,181.619995,181.619995,21942100
2022-03-02,180.130005,180.710007,178.789993,179.729996,179.729996,19727200
2022-03-03,179.960007,181.300003,179.500000,180.800003,180.800003,15164400
2022-03-04,182.110001,183.979996,181.360001,183.679993,183.679993,22390100
2022-03-07,184.449997,186.639999,184.220001,186.410004,186.410004,27951800
2022-03-08,188.350006,193.300003,188.259995,191.509995,191.509995,47347700
2022-03-09,186.039993,187.229996,184.759995,185.820007,185.820007,26839700
2022-03-10,186.880005,187.380005,184.990005,186.399994,186.399994,18455200
2022-03-11,183.740005,185.779999,183.440002,185.089996,185.089996,14824700
2022-03-14,183.029999,183.289993,181.949997,182.300003,182.300003,13186400
2022-03-15,179.100006,180.270004,178.009995,178.889999,178.889999,16962300
2022-03-16,179.130005,180.119995,176.869995,180.009995,180.009995,17548100
2022-03-17,181.160004,182.029999,180.649994,180.889999,180.889999,10954100
2022-03-18,179.929993,180.929993,179.039993,179.300003,179.300003,13996500
2022-03-21,179.330002,181.289993,179.320007,180.669998,180.669998,10582200
2022-03-22,179.600006,179.710007,178.320007,179.360001,179.360001,9621800
2022-03-23,180.289993,181.889999,179.759995,181.809998,181.809998,12557300
2022-03-24,182.350006,183.509995,181.770004,183.130005,183.130005,10970100
2022-03-25,181.809998,183.130005,181.350006,182.380005,182.380005,7911100
2022-03-28,180.380005,181.330002,178.850006,179.059998,179.059998,9489700
2022-03-29,177.020004,179.330002,176.690002,179.139999,179.139999,10458900
2022-03-30,179.759995,180.919998,179.679993,180.580002,180.580002,8361300
2022-03-31,180.910004,181.960007,180.559998,180.649994,180.649994,9844400
2022-04-01,179.550003,180.460007,178.979996,179.500000,179.500000,13034400
2022-04-04,180.240005,180.809998,179.580002,180.369995,180.369995,7063100
2022-04-05,180.910004,181.490005,178.929993,179.240005,179.240005,10828500
2022-04-06,179.779999,180.309998,178.699997,179.660004,179.660004,8942100
2022-04-07,179.869995,180.880005,179.800003,180.339996,180.339996,10140600
2022-04-08,180.520004,181.820007,180.520004,181.470001,181.470001,10655700
2022-04-11,183.169998,183.330002,181.110001,182.369995,182.369995,10071300
2022-04-12,184.039993,184.639999,182.960007,183.770004,183.770004,12024600
2022-04-13,184.500000,184.940002,184.130005,184.649994,184.649994,8651600
2022-04-14,184.279999,184.410004,182.880005,184.039993,184.039993,11567200
2022-04-18,185.949997,186.100006,184.389999,184.610001,184.610001,8886700
2022-04-19,183.190002,183.649994,181.330002,181.820007,181.820007,12585600
2022-04-20,181.589996,182.720001,181.350006,182.710007,182.710007,7038600
2022-04-21,181.770004,182.320007,180.779999,182.059998,182.059998,9639800
2022-04-22,180.720001,181.610001,179.740005,180.289993,180.289993,9147000
2022-04-25,177.169998,177.509995,176.479996,177.050003,177.050003,13073700
2022-04-26,177.949997,178.300003,176.919998,177.320007,177.320007,9042400
2022-04-27,176.460007,176.639999,175.500000,175.979996,175.979996,8854700
2022-04-28,175.919998,176.970001,175.690002,176.929993,176.929993,6381100
2022-04-29,178.070007,178.619995,176.710007,176.910004,176.910004,7719700
2022-05-02,173.610001,174.649994,172.979996,173.630005,173.630005,14318600
2022-05-03,173.889999,175.210007,173.850006,174.089996,174.089996,7214300
2022-05-04,174.320007,176.350006,173.669998,175.800003,175.800003,10491700
2022-05-05,177.559998,177.610001,174.660004,175.130005,175.130005,12794200
2022-05-06,175.389999,176.559998,174.860001,175.419998,175.419998,7643300
2022-05-09,174.270004,174.270004,172.789993,172.880005,172.880005,10742400
2022-05-10,173.800003,173.960007,171.199997,171.419998,171.419998,11010400
2022-05-11,172.509995,173.320007,172.199997,172.820007,172.820007,9179600
2022-05-12,172.070007,172.399994,169.899994,170.169998,170.169998,11626800
2022-05-13,168.309998,169.619995,168.009995,168.789993,168.789993,13031100
2022-05-16,168.429993,170.429993,168.339996,170.399994,170.399994,7319300
2022-05-17,170.440002,170.529999,169.139999,169.330002,169.330002,6441100
2022-05-18,169.009995,170.210007,168.809998,169.419998,169.419998,7472900
2022-05-19,171.550003,172.520004,170.889999,171.910004,171.910004,10580300
2022-05-20,171.710007,172.240005,170.889999,172.029999,172.029999,6578100
2022-05-23,173.130005,173.380005,172.279999,172.830002,172.830002,5518500
2022-05-24,173.470001,174.410004,173.350006,174.130005,174.130005,6794000
2022-05-25,172.789993,173.160004,171.729996,173.080002,173.080002,4595900
2022-05-26,172.130005,172.929993,171.759995,172.759995,172.759995,6467000
2022-05-27,173.490005,173.520004,172.639999,172.850006,172.850006,3847900
2022-05-31,172.710007,173.070007,171.080002,171.139999,171.139999,6244000
2022-06-01,172.210007,172.529999,171.389999,172.229996,172.229996,6946500
2022-06-02,173.660004,174.449997,173.490005,174.350006,174.350006,5623100
2022-06-03,173.529999,173.970001,172.250000,172.580002,172.580002,5519400
2022-06-06,172.809998,172.889999,171.649994,171.820007,171.820007,3766000
2022-06-07,172.110001,173.050003,171.990005,172.940002,172.940002,3860000
2022-06-08,172.889999,173.449997,172.669998,172.779999,172.779999,5140800
2022-06-09,172.449997,172.589996,171.580002,172.229996,172.229996,4701100
2022-06-10,170.889999,174.940002,170.460007,174.539993,174.539993,16856100
2022-06-13,171.179993,171.339996,169.610001,169.929993,169.929993,13265200
2022-06-14,169.610001,169.729996,168.300003,168.570007,168.570007,7347900
2022-06-15,170.399994,171.839996,169.080002,170.770004,170.770004,9000300
2022-06-16,170.559998,172.770004,170.169998,172.690002,172.690002,8823600
2022-06-17,172.149994,172.300003,170.970001,171.270004,171.270004,7407200
2022-06-21,171.059998,171.910004,170.470001,170.630005,170.630005,5608500
2022-06-22,171.610001,172.300003,171.100006,171.309998,171.309998,6558700
2022-06-23,171.389999,172.130005,169.899994,170.259995,170.259995,6535300
2022-06-24,170.240005,170.740005,169.850006,170.089996,170.089996,6143100
2022-06-27,170.600006,170.669998,169.750000,169.899994,169.899994,5719700
2022-06-28,170.070007,170.210007,169.509995,169.619995,169.619995,2982700
2022-06-29,170.580002,170.699997,169.169998,169.490005,169.490005,4785600
2022-06-30,169.509995,169.960007,168.240005,168.460007,168.460007,9144400
2022-07-01,167.139999,168.679993,166.960007,168.320007,168.320007,11380300
2022-07-05,167.179993,167.330002,164.410004,164.750000,164.750000,14035400
2022-07-06,164.320007,164.570007,161.470001,162.139999,162.139999,11861100
2022-07-07,162.429993,163.039993,162.059998,162.229996,162.229996,4588400
2022-07-08,162.350006,163.380005,161.839996,162.300003,162.300003,4584100
2022-07-11,161.929993,162.440002,161.380005,161.429993,161.429993,4321700
2022-07-12,161.220001,161.619995,160.720001,160.830002,160.830002,5375100
2022-07-13,160.100006,162.710007,160.059998,161.600006,161.600006,8456600
2022-07-14,159.020004,159.830002,158.220001,159.330002,159.330002,12213600
2022-07-15,159.009995,159.250000,158.350006,159.009995,159.009995,6783800
2022-07-18,160.080002,160.429993,159.050003,159.160004,159.160004,5791800
2022-07-19,159.470001,159.869995,159.330002,159.539993,159.539993,3796200
2022-07-20,159.710007,159.820007,158.029999,158.039993,158.039993,4795800
2022-07-21,158.309998,160.309998,158.270004,160.270004,160.270004,5863300
2022-07-22,160.550003,162.130005,160.350006,160.669998,160.669998,5733800
2022-07-25,160.639999,160.699997,159.809998,160.229996,160.229996,3713400
2022-07-26,160.229996,160.500000,159.789993,160.039993,160.039993,2672800
2022-07-27,160.020004,162.210007,159.509995,161.669998,161.669998,5766100
2022-07-28,163.309998,163.759995,162.880005,163.639999,163.639999,5606400
2022-07-29,163.889999,164.690002,163.279999,164.100006,164.100006,7537300
2022-08-01,164.979996,165.410004,164.410004,165.029999,165.029999,4666900
2022-08-02,165.660004,166.460007,164.020004,164.050003,164.050003,5725400
2022-08-03,164.770004,164.910004,163.479996,164.449997,164.449997,4417800
2022-08-04,165.529999,167.309998,165.339996,167.169998,167.169998,5502000
2022-08-05,164.990005,165.839996,164.869995,165.289993,165.289993,6023300
2022-08-08,166.029999,166.809998,165.929993,166.690002,166.690002,3456300
2022-08-09,167.479996,167.800003,166.820007,167.199997,167.199997,3205500
2022-08-10,167.389999,167.979996,166.619995,166.779999,166.779999,4077300
2022-08-11,167.160004,167.660004,166.309998,166.339996,166.339996,4446000
2022-08-12,167.169998,167.940002,166.830002,167.869995,167.869995,5151700
2022-08-15,165.990005,166.250000,165.440002,165.710007,165.710007,5236100
2022-08-16,165.309998,165.720001,165.179993,165.419998,165.419998,4291500
2022-08-17,165.210007,165.229996,163.949997,164.350006,164.350006,5569100
2022-08-18,164.600006,164.910004,163.539993,163.919998,163.919998,3646100
2022-08-19,163.649994,163.740005,162.619995,162.720001,162.720001,8173000
2022-08-22,161.660004,162.119995,161.360001,161.639999,161.639999,4458100
2022-08-23,161.960007,163.429993,161.910004,162.770004,162.770004,4425100
2022-08-24,162.440002,163.610001,162.369995,163.250000,163.250000,3202400
2022-08-25,163.970001,163.990005,163.240005,163.750000,163.750000,2857500
2022-08-26,163.119995,163.610001,161.550003,161.759995,161.759995,6689300
2022-08-29,161.880005,162.619995,161.699997,161.860001,161.860001,4702300
2022-08-30,161.270004,161.429993,160.339996,160.509995,160.509995,4856600
2022-08-31,159.500000,160.570007,159.259995,159.270004,159.270004,5438600
2022-09-01,158.169998,158.389999,157.320007,157.869995,157.869995,7390800
2022-09-02,159.350006,160.059998,159.139999,159.259995,159.259995,5196900
2022-09-06,159.169998,159.460007,158.320007,158.330002,158.330002,4863800
2022-09-07,158.149994,160.149994,158.080002,159.940002,159.940002,3981400
2022-09-08,159.539993,159.860001,158.710007,158.979996,158.979996,4607100
2022-09-09,159.720001,160.240005,159.410004,159.820007,159.820007,3927800
2022-09-12,161.039993,161.619995,160.550003,160.630005,160.630005,4537500
2022-09-13,158.470001,159.270004,158.389999,158.539993,158.539993,6526400
2022-09-14,158.679993,158.979996,157.729996,157.929993,157.929993,6091100
2022-09-15,156.759995,157.490005,154.619995,154.979996,154.979996,13181200
2022-09-16,154.660004,156.559998,154.339996,155.839996,155.839996,7141200
2022-09-19,154.869995,156.039993,154.820007,155.960007,155.960007,5582800
2022-09-20,155.029999,155.229996,154.589996,155.070007,155.070007,5943700
2022-09-21,155.970001,157.250000,154.009995,155.789993,155.789993,7816100
2022-09-22,156.259995,156.479996,155.309998,155.699997,155.699997,5975200
2022-09-23,153.899994,154.000000,152.639999,153.009995,153.009995,9598000
2022-09-26,153.220001,153.509995,151.029999,151.229996,151.229996,8240500
2022-09-27,152.250000,152.729996,151.500000,151.539993,151.539993,7151300
2022-09-28,153.199997,154.880005,152.929993,154.690002,154.690002,8977200
2022-09-29,154.139999,155.029999,153.160004,154.660004,154.660004,6317000
2022-09-30,154.940002,156.039993,154.570007,154.669998,154.669998,6832400
2022-10-03,155.440002,158.479996,155.229996,158.429993,158.429993,10362200
2022-10-04,159.179993,161.080002,158.919998,160.699997,160.699997,8024500
2022-10-05,159.320007,160.080002,158.380005,159.809998,159.809998,5296300
2022-10-06,159.410004,159.940002,158.949997,159.630005,159.630005,5712600
2022-10-07,158.460007,158.979996,157.679993,157.880005,157.880005,5030000
2022-10-10,155.940002,156.350006,155.119995,155.479996,155.479996,6110800
2022-10-11,155.490005,156.809998,154.919998,155.160004,155.160004,5306700
2022-10-12,155.509995,156.289993,155.259995,155.990005,155.990005,3998500
2022-10-13,153.479996,155.729996,152.919998,154.910004,154.910004,7083800
2022-10-14,154.020004,154.199997,152.720001,152.979996,152.979996,5471900
2022-10-17,154.919998,155.330002,153.320007,153.419998,153.419998,4348000
2022-10-18,154.080002,154.240005,153.240005,153.750000,153.750000,4528400
2022-10-19,152.089996,152.490005,151.539993,151.690002,151.690002,8257100
2022-10-20,151.919998,153.229996,151.270004,151.449997,151.449997,5019800
2022-10-21,151.979996,154.309998,151.830002,154.149994,154.149994,6898400
2022-10-24,153.449997,154.059998,153.059998,153.649994,153.649994,4673300
2022-10-25,153.960007,154.789993,153.830002,154.000000,154.000000,3434100
2022-10-26,154.779999,155.729996,154.779999,154.979996,154.979996,4448200
2022-10-27,154.710007,155.089996,154.220001,154.740005,154.740005,3654900
2022-10-28,152.960007,153.539993,152.500000,153.160004,153.160004,4645400
2022-10-31,152.160004,152.869995,151.889999,151.910004,151.910004,6097800
2022-11-01,153.820007,153.979996,152.869995,153.460007,153.460007,4603600
2022-11-02,154.160004,155.419998,152.259995,152.389999,152.389999,7210900
2022-11-03,150.699997,151.960007,150.570007,151.809998,151.809998,5378800
2022-11-04,154.949997,156.600006,154.660004,156.470001,156.470001,7692000
2022-11-07,156.220001,156.570007,155.809998,155.850006,155.850006,4425700
2022-11-08,155.990005,159.869995,155.979996,159.449997,159.449997,11299600
2022-11-09,159.360001,160.350006,158.449997,158.649994,158.649994,6040600
2022-11-10,162.009995,163.509995,161.660004,163.479996,163.479996,9939900
2022-11-11,163.910004,164.580002,163.419998,164.559998,164.559998,4622400
2022-11-14,164.199997,165.240005,164.149994,164.919998,164.919998,6187600
2022-11-15,165.270004,166.229996,164.559998,165.500000,165.500000,9903500
2022-11-16,165.410004,165.710007,164.830002,165.119995,165.119995,3645800
2022-11-17,163.789993,164.110001,163.399994,163.919998,163.919998,4574400
2022-11-18,163.380005,163.690002,162.679993,162.789993,162.789993,4321100
2022-11-21,162.440002,162.500000,161.279999,161.880005,161.880005,4766500
2022-11-22,162.300003,162.600006,161.720001,162.070007,162.070007,3203800
2022-11-23,161.690002,163.240005,161.559998,163.080002,163.080002,4167000
2022-11-25,162.850006,163.429993,162.759995,163.220001,163.220001,1436500
2022-11-28,162.929993,163.059998,161.910004,161.929993,161.929993,4052900
2022-11-29,162.699997,163.630005,162.600006,162.729996,162.729996,2620600
2022-11-30,163.690002,164.809998,162.399994,164.809998,164.809998,4874700
2022-12-01,167.479996,167.949997,166.979996,167.839996,167.839996,8625800
2022-12-02,166.179993,167.470001,165.759995,167.259995,167.259995,5185900
2022-12-05,166.550003,166.720001,164.320007,164.389999,164.389999,5436200
2022-12-06,165.199997,165.539993,164.449997,164.839996,164.839996,3597800
2022-12-07,165.470001,166.639999,165.320007,166.330002,166.330002,4610700
2022-12-08,166.580002,167.050003,166.070007,166.470001,166.470001,3217900
2022-12-09,167.259995,168.089996,166.600006,167.059998,167.059998,5431300
2022-12-12,166.440002,166.600006,165.429993,165.679993,165.679993,3504400
2022-12-13,169.210007,169.789993,168.020004,168.509995,168.509995,6750200
2022-12-14,168.429993,168.809998,167.139999,168.100006,168.100006,5643000
2022-12-15,165.729996,166.210007,165.100006,165.350006,165.350006,8363000
2022-12-16,166.020004,166.979996,165.839996,166.789993,166.789993,5372000
2022-12-19,166.710007,167.110001,165.990005,166.320007,166.320007,3940500
2022-12-20,168.100006,169.529999,168.029999,169.080002,169.080002,7803100
2022-12-21,169.039993,169.710007,168.679993,168.800003,168.800003,3990100
2022-12-22,167.759995,167.759995,166.059998,166.759995,166.759995,5672700
2022-12-23,166.880005,167.800003,166.660004,167.259995,167.259995,2912300
2022-12-27,167.889999,170.610001,167.800003,168.669998,168.669998,6885700
2022-12-28,168.050003,168.339996,167.100006,167.910004,167.910004,3662500
2022-12-29,168.539993,169.350006,168.520004,168.850006,168.850006,3345900
2022-12-30,169.259995,169.899994,168.800003,169.639999,169.639999,2864500
2023-01-03,171.320007,172.089996,170.020004,171.059998,171.059998,7992900
2023-01-04,172.860001,173.089996,171.850006,172.669998,172.669998,7574600
2023-01-05,170.820007,171.000000,169.789993,170.520004,170.520004,4692600
2023-01-06,171.759995,173.960007,171.229996,173.710007,173.710007,7889000
2023-01-09,174.509995,175.039993,173.880005,174.100006,174.100006,5134500
2023-01-10,174.610001,174.979996,174.059998,174.740005,174.740005,4398400
2023-01-11,174.759995,174.789993,173.720001,174.619995,174.619995,3374200
2023-01-12,176.009995,176.710007,174.880005,176.639999,176.639999,6936900
2023-01-13,176.960007,178.830002,176.889999,178.759995,178.759995,7468800
2023-01-17,178.210007,178.240005,177.089996,177.589996,177.589996,6610800
2023-01-18,178.919998,179.179993,176.899994,177.080002,177.080002,5384700
2023-01-19,178.369995,180.029999,178.089996,179.889999,179.889999,6678700
2023-01-20,179.059998,179.660004,178.649994,179.289993,179.289993,5754800
2023-01-23,178.350006,179.690002,177.779999,179.630005,179.630005,5265500
2023-01-24,179.559998,180.320007,178.350006,180.279999,180.279999,4604600
2023-01-25,179.350006,181.220001,179.289993,181.110001,181.110001,6925300
2023-01-26,180.149994,180.270004,178.460007,179.470001,179.470001,5860100
2023-01-27,179.270004,179.720001,178.259995,179.220001,179.220001,6052700
2023-01-30,179.289993,179.429993,178.649994,178.759995,178.759995,4210700
2023-01-31,178.820007,179.699997,178.539993,179.410004,179.410004,5976900
2023-02-01,179.750000,181.729996,178.630005,181.669998,181.669998,7996000
2023-02-02,181.080002,181.110001,177.740005,177.899994,177.899994,8842400
2023-02-03,174.919998,175.429993,173.119995,173.460007,173.460007,13674400
2023-02-06,174.110001,174.460007,173.279999,173.820007,173.820007,8957000
2023-02-07,173.720001,175.270004,173.470001,173.979996,173.979996,6794200
2023-02-08,174.940002,174.990005,173.830002,174.410004,174.410004,4075600
2023-02-09,175.490005,175.520004,172.869995,173.029999,173.029999,5361300
2023-02-10,173.630005,173.679993,172.630005,173.360001,173.360001,2971100
2023-02-13,172.699997,172.899994,172.070007,172.479996,172.479996,3970800
2023-02-14,171.970001,173.509995,171.410004,172.610001,172.610001,5403100
2023-02-15,170.600006,170.990005,170.160004,170.889999,170.889999,5423800
2023-02-16,170.339996,171.600006,169.960007,170.750000,170.750000,4540400
2023-02-17,169.869995,171.470001,169.520004,171.259995,171.259995,4809800
2023-02-21,171.199997,171.500000,170.339996,170.619995,170.619995,4035900
2023-02-22,170.809998,170.960007,169.559998,169.660004,169.660004,4105700
2023-02-23,169.839996,170.130005,169.080002,169.570007,169.570007,5073500
2023-02-24,168.419998,168.839996,168.190002,168.350006,168.350006,6496500
2023-02-27,168.880005,169.229996,168.550003,169.009995,169.009995,4509200
2023-02-28,168.779999,170.250000,168.589996,169.779999,169.779999,6761600
2023-03-01,170.949997,171.490005,170.470001,170.759995,170.759995,6590500
2023-03-02,170.520004,170.979996,170.360001,170.660004,170.660004,3950700
2023-03-03,171.449997,172.600006,170.979996,172.490005,172.490005,6894500
2023-03-06,172.320007,172.369995,171.539993,171.619995,171.619995,4264100
2023-03-07,170.419998,170.470001,168.520004,168.619995,168.619995,8713300
2023-03-08,168.610001,169.589996,168.520004,168.539993,168.539993,5718600
2023-03-09,169.750000,170.649994,169.710007,170.199997,170.199997,5583000
2023-03-10,171.929993,173.880005,171.919998,173.869995,173.869995,13803400
2023-03-13,176.660004,178.020004,176.300003,177.860001,177.860001,20554400
2023-03-14,177.350006,177.589996,176.210007,176.830002,176.830002,10019000
2023-03-15,178.860001,180.130005,177.490005,178.210007,178.210007,14546100
2023-03-16,179.509995,179.649994,177.869995,178.570007,178.570007,10762200
2023-03-17,181.020004,184.809998,180.770004,183.770004,183.770004,24156300
2023-03-20,184.190002,184.539993,182.740005,183.839996,183.839996,11845700
2023-03-21,182.649994,182.729996,179.899994,180.369995,180.369995,10734500
2023-03-22,180.399994,183.940002,180.279999,183.440002,183.440002,11969600
2023-03-23,183.910004,186.240005,183.600006,185.740005,185.740005,11347100
2023-03-24,185.610001,185.990005,183.619995,183.649994,183.649994,9245900
2023-03-27,181.149994,182.149994,180.690002,181.949997,181.949997,6925000
2023-03-28,182.309998,183.619995,182.119995,183.440002,183.440002,6202600
2023-03-29,182.490005,183.270004,182.240005,182.529999,182.529999,4996500
2023-03-30,182.750000,184.440002,182.550003,184.179993,184.179993,6360300
2023-03-31,184.110001,184.419998,182.800003,183.220001,183.220001,8003300
2023-04-03,183.850006,185.039993,183.320007,184.539993,184.539993,9206600
2023-04-04,184.720001,188.229996,184.660004,187.979996,187.979996,13765400
2023-04-05,188.339996,188.860001,186.779999,187.830002,187.830002,11440800
2023-04-06,186.889999,187.259995,185.949997,186.490005,186.490005,6648400
2023-04-10,185.179993,185.360001,184.190002,185.110001,185.110001,6408100
2023-04-11,185.910004,186.509995,185.639999,186.279999,186.279999,6031500
2023-04-12,187.539993,187.660004,185.970001,187.190002,187.190002,10000900
2023-04-13,189.759995,190.410004,188.990005,189.720001,189.720001,14060100
2023-04-14,188.080002,188.490005,185.169998,186.360001,186.360001,13272500
2023-04-17,185.889999,185.929993,184.100006,185.529999,185.529999,7468100
2023-04-18,185.240005,186.990005,185.039993,186.250000,186.250000,8056900
2023-04-19,184.350006,185.580002,184.279999,185.360001,185.360001,7373500
2023-04-20,186.139999,187.029999,185.779999,186.089996,186.089996,5789900
2023-04-21,184.979996,185.679993,183.220001,184.250000,184.250000,10698700
2023-04-24,184.070007,185.029999,183.460007,184.809998,184.809998,8303400
2023-04-25,184.839996,186.220001,184.300003,185.750000,185.750000,8451900
2023-04-26,186.630005,186.649994,184.300003,184.740005,184.740005,8203600
2023-04-27,183.899994,184.990005,183.380005,184.750000,184.750000,9107400
2023-04-28,184.789993,185.380005,184.169998,184.800003,184.800003,6700400
2023-05-01,186.050003,186.220001,183.910004,183.970001,183.970001,7997700
2023-05-02,184.649994,187.639999,184.520004,187.520004,187.520004,14680600
2023-05-03,187.610001,189.210007,186.929993,189.110001,189.110001,11133800
2023-05-04,188.860001,191.360001,188.809998,190.440002,190.440002,14146800
2023-05-05,186.559998,187.580002,185.770004,187.460007,187.460007,12507000
2023-05-08,187.820007,188.669998,187.490005,187.690002,187.690002,6075400
2023-05-09,188.119995,189.330002,188.070007,189.020004,189.020004,7098800
2023-05-10,188.979996,189.639999,187.820007,188.750000,188.750000,9392100
2023-05-11,188.440002,188.809998,186.860001,187.130005,187.130005,8245500
2023-05-12,187.429993,187.919998,186.580002,186.809998,186.809998,7084400
2023-05-15,187.300003,187.880005,187.029999,187.210007,187.210007,5518100
2023-05-16,186.580002,186.820007,184.460007,184.869995,184.869995,9519500
2023-05-17,184.309998,184.449997,183.479996,184.229996,184.229996,7474300
2023-05-18,182.100006,182.279999,181.339996,181.839996,181.839996,8812600
2023-05-19,182.250000,184.339996,181.809998,183.639999,183.639999,8432300
2023-05-22,183.220001,183.839996,182.910004,183.210007,183.210007,4834300
2023-05-23,182.779999,183.759995,182.479996,183.429993,183.429993,6345000
2023-05-24,183.539993,183.539993,181.770004,181.949997,181.949997,6732900
2023-05-25,181.179993,181.309998,180.100006,180.199997,180.199997,6919200
2023-05-26,181.009995,181.300003,180.089996,180.919998,180.919998,5823700
2023-05-30,181.720001,182.399994,181.169998,182.039993,182.039993,4906100
2023-05-31,182.389999,183.449997,182.100006,182.320007,182.320007,8497900
2023-06-01,182.809998,184.210007,182.720001,183.759995,183.759995,7300500
2023-06-02,183.529999,183.559998,180.960007,181.050003,181.050003,8724800
2023-06-05,180.789993,182.440002,180.600006,182.139999,182.139999,5748800
2023-06-06,182.360001,182.649994,181.520004,182.339996,182.339996,4967200
2023-06-07,181.940002,183.000000,180.149994,180.149994,180.149994,9066500
2023-06-08,182.000000,183.039993,181.960007,182.529999,182.529999,6394100
2023-06-09,182.360001,182.789993,181.720001,182.039993,182.039993,4379200
2023-06-12,181.800003,181.940002,181.039993,181.880005,181.880005,4873600
2023-06-13,182.100006,182.429993,180.169998,180.539993,180.539993,5126700
2023-06-14,181.690002,181.960007,180.139999,180.639999,180.639999,6807000
2023-06-15,180.279999,182.050003,180.179993,181.910004,181.910004,6739000
2023-06-16,181.929993,182.619995,181.410004,181.630005,181.630005,8778600
2023-06-20,180.059998,180.089996,179.220001,179.750000,179.750000,7584200
2023-06-21,179.149994,179.949997,178.190002,179.490005,179.490005,6702300
2023-06-22,178.360001,178.990005,177.630005,177.710007,177.710007,7945000
2023-06-23,179.600006,179.949997,178.089996,178.199997,178.199997,5416800
2023-06-26,179.050003,179.080002,178.419998,178.509995,178.509995,3222100
2023-06-27,179.070007,179.289993,177.429993,177.690002,177.690002,5036900
2023-06-28,177.229996,177.690002,176.699997,177.279999,177.279999,5866700
2023-06-29,175.830002,177.630005,175.789993,177.089996,177.089996,6862500
2023-06-30,177.690002,178.529999,177.320007,178.270004,178.270004,6420600
2023-07-03,178.610001,179.339996,178.460007,178.470001,178.470001,4085700
2023-07-05,179.410004,179.419998,177.830002,177.839996,177.839996,5650600
2023-07-06,177.509995,177.800003,176.660004,177.309998,177.309998,5133000
2023-07-07,178.380005,179.649994,178.350006,178.639999,178.639999,5200300
2023-07-10,178.369995,178.919998,178.259995,178.779999,178.779999,3320500
2023-07-11,179.429993,179.710007,179.130005,179.449997,179.449997,2819600
2023-07-12,181.179993,181.949997,181.100006,181.880005,181.880005,7062000
2023-07-13,181.960007,182.149994,181.490005,182.009995,182.009995,4527900
2023-07-14,181.589996,182.169998,181.110001,181.429993,181.429993,5389300
2023-07-17,180.990005,181.630005,180.639999,181.559998,181.559998,4152400
2023-07-18,182.789993,184.229996,182.320007,183.639999,183.639999,8242600
2023-07-19,183.449997,183.839996,182.869995,183.669998,183.669998,3911600
2023-07-20,183.729996,183.770004,182.470001,182.740005,182.740005,4972900
2023-07-21,182.059998,182.460007,181.679993,182.179993,182.179993,3843500
2023-07-24,182.220001,182.539993,181.339996,181.399994,181.399994,4370000
2023-07-25,181.720001,182.470001,181.100006,182.410004,182.410004,4090100
2023-07-26,182.660004,183.639999,182.309998,183.300003,183.300003,6158400
2023-07-27,181.639999,181.639999,180.320007,180.419998,180.419998,7592800
2023-07-28,181.479996,182.270004,181.250000,181.860001,181.860001,3828800
2023-07-31,182.429993,183.089996,182.309998,182.350006,182.350006,5494800
2023-08-01,180.850006,181.380005,180.190002,180.460007,180.460007,6239700
2023-08-02,180.570007,180.789993,179.410004,179.600006,179.600006,6339700
2023-08-03,179.440002,179.949997,179.279999,179.539993,179.539993,4636300
2023-08-04,180.250000,180.770004,179.850006,180.190002,180.190002,5325700
2023-08-07,180.149994,180.149994,179.270004,179.779999,179.779999,4510400
2023-08-08,178.639999,179.330002,178.460007,178.639999,178.639999,6162900
2023-08-09,178.679993,178.919998,177.779999,177.789993,177.789993,4644000
2023-08-10,178.220001,178.699997,177.539993,177.600006,177.600006,5934600
2023-08-11,177.699997,178.360001,177.490005,177.600006,177.600006,5289400
2023-08-14,176.860001,177.580002,176.580002,177.059998,177.059998,9554500
2023-08-15,176.750000,177.429993,176.330002,176.589996,176.589996,7582700
